16.4,20.11,0.699,8.07,0.0105
9.6,22.6,2.64,19.9,0.127,Graphene Nanoplatelet Thermal Interface Material
3.74,22.3,5.9,12.0,0.653,Graphene Nanoplatelet Thermal Interface Material
2.17,21.6,4.43,9.18,0.351,Boron Nitride Nanotube Composite
10.8,22.5,1.76,20.8,0.066,Graphene-Coated Carbon Fiber Sheet
7.56,21.3,4.47,18.6,0.395,Diamond-Like Carbon (DLC) Coated Radiator
2.02,21.5,5.5,3.41,0.61,Boron Nitride Nanotube Composite
10.2,20.9,10.7,17.5,2.87,Diamond-Like Carbon (DLC) Coated Radiator
6.1,22.5,6.24,15.7,0.777,Diamond-Like Carbon (DLC) Coated Radiator
7.16,19.6,14.0,3.85,5.38,Silicon Oxycarbide Shield Tile
10.5,21.2,1.69,21.2,0.0535,Graphene-Coated Carbon Fiber Sheet
2.88,21.7,6.98,9.06,0.947,Boron Nitride Nanotube Composite
8.84,21.1,2.53,20.1,0.123,Graphene Nanoplatelet Thermal Interface Material
4.1,20.2,4.24,15.1,0.32,Graphene Nanoplatelet Thermal Interface Material
9.82,19.8,3.33,21.1,0.409,Boron Nitride Nanotube Composite
10.3,18.3,1.65,21.9,0.0553,Graphene-Coated Carbon Fiber Sheet
6.68,22.1,2.22,17.8,0.0921,Boron Nitride Nanotube Composite
4.78,22.4,7.15,13.2,0.939,Graphene Nanoplatelet Thermal Interface Material
5.98,19.7,3.76,17.9,0.259,Graphene Nanoplatelet Thermal Interface Material
1.93,21.2,6.01,5.48,0.682,Boron Nitride Nanotube Composite
2.61,22.9,5.94,4.01,0.602,Reinforced Carbon-Carbon (RCC) Shield Tile
8.16,20.5,5.48,19.2,0.774,Reinforced Carbon-Carbon (RCC) Shield Tile
6.57,14.0,11.4,14.6,2.72,Graphene-Coated Carbon Fiber Sheet
6.04,7.49,7.71,13.8,3.64,Boron Nitride Nanotube Composite
3.31,21.8,4.56,12.5,0.364,Graphene Nanoplatelet Thermal Interface Material
4.09,19.6,5.4,15.0,0.505,Reinforced Carbon-Carbon (RCC) Shield Tile
5.47,22.5,2.51,16.2,0.116,Boron Nitride Nanotube Composite
14.6,7.85,1.09,22.5,0.0233,Graphene-Coated Carbon Fiber Sheet
2.16,19.8,7.46,7.9,1.05,Phenolic Impregnated Carbon Ablator (PICA)
4.95,15.5,6.78,16.5,0.854,Graphene Nanoplatelet Thermal Interface Material
11.2,21.8,5.49,20.8,0.578,Reinforced Carbon-Carbon (RCC) Shield Tile
3.52,22.5,2.93,13.0,0.158,Graphene-Coated Carbon Fiber Sheet
3.37,22.4,2.85,12.8,0.144,Boron Nitride Nanotube Composite
10.2,13.9,2.54,22.1,0.146,Boron Nitride Nanotube Composite
4.41,22.9,4.06,14.0,0.291,Boron Nitride Nanotube Composite
8.12,22.2,4.45,18.8,0.364,Graphene Nanoplatelet Thermal Interface Material
2.08,21.0,3.16,10.8,0.178,Boron Nitride Nanotube Composite
5.46,17.3,4.06,18.0,0.302,Aerogel-Infused Carbon Fiber Panel
6.48,19.7,4.34,18.4,0.355,Graphene-Coated Carbon Fiber Sheet
7.98,20.9,4.44,19.3,0.39,Graphene Nanoplatelet Thermal Interface Material
5.03,21.8,6.73,14.6,0.952,Diamond-Like Carbon (DLC) Coated Radiator
1.96,22.2,4.36,2.83,0.344,Boron Nitride Nanotube Composite
6.72,22.7,3.28,17.5,0.189,Graphene-Coated Carbon Fiber Sheet
2.23,21.8,5.88,8.04,0.614,Reinforced Carbon-Carbon (RCC) Shield Tile
2.65,22.5,3.86,10.6,0.272,Boron Nitride Nanotube Composite
2.27,21.5,6.85,6.82,0.981,Boron Nitride Nanotube Composite
2.36,18.9,2.34,13.3,0.0984,Boron Nitride Nanotube Composite
10.9,9.22,2.78,21.5,0.237,Boron Nitride Nanotube Composite
10.2,18.8,2.84,21.8,0.143,Graphene-Coated Carbon Fiber Sheet
8.24,21.9,3.07,19.4,0.187,Graphene-Coated Carbon Fiber Sheet
7.29,8.73,2.35,18.8,0.112,Boron Nitride Nanotube Composite
5.19,21.4,4.21,16.3,0.308,Reinforced Carbon-Carbon (RCC) Shield Tile
4.28,22.0,4.18,14.6,0.307,Graphene-Coated Carbon Fiber Sheet
8.16,20.1,7.46,18.7,1.3,Diamond-Like Carbon (DLC) Coated Radiator
9.66,13.9,2.38,21.9,0.107,Graphene-Coated Carbon Fiber Sheet
3.29,21.1,6.3,12.3,0.685,Graphene-Coated Carbon Fiber Sheet
8.68,18.2,1.45,21.1,0.0394,Graphene-Coated Carbon Fiber Sheet
1.93,21.2,4.24,0.662,0.318,Boron Nitride Nanotube Composite
9.64,22.5,4.16,20.0,0.425,Reinforced Carbon-Carbon (RCC) Shield Tile
3.9,22.4,3.86,13.8,0.26,Boron Nitride Nanotube Composite
7.76,16.7,4.33,20.3,0.361,Graphene Nanoplatelet Thermal Interface Material
2.26,21.3,5.06,10.3,0.451,Boron Nitride Nanotube Composite
12.0,22.9,1.48,21.5,0.0402,Boron Nitride Nanotube Composite
4.39,21.4,5.55,14.7,0.703,Boron Nitride Nanotube Composite
9.53,19.4,4.26,21.1,0.334,Graphene-Coated Carbon Fiber Sheet
3.03,22.3,4.18,12.0,0.319,Boron Nitride Nanotube Composite
3.59,22.5,3.83,13.2,0.265,Boron Nitride Nanotube Composite
5.61,19.1,3.2,18.1,0.208,Graphene Nanoplatelet Thermal Interface Material
2.11,22.5,5.66,5.16,0.554,Nanocrystalline Diamond Thermal Spreader
2.13,20.0,6.16,10.3,0.66,Boron Nitride Nanotube Composite
2.13,21.8,2.56,10.7,0.118,Boron Nitride Nanotube Composite
4.94,22.6,3.53,15.5,0.219,Graphene Nanoplatelet Thermal Interface Material
8.74,21.5,6.59,19.1,0.966,Reinforced Carbon-Carbon (RCC) Shield Tile
9.1,11.6,3.11,21.2,0.175,Boron Nitride Nanotube Composite
6.51,12.8,8.27,17.5,1.34,Boron Nitride Nanotube Composite
9.08,16.6,3.34,21.5,0.217,Reinforced Carbon-Carbon (RCC) Shield Tile
10.0,20.3,4.58,21.1,0.485,Reinforced Carbon-Carbon (RCC) Shield Tile
9.76,22.7,1.2,20.4,0.0285,Aerogel-Infused Carbon Fiber Panel
7.69,10.8,2.86,20.0,0.15,Diamond-Like Carbon (DLC) Coated Radiator
3.7,21.4,5.16,13.8,0.504,Boron Nitride Nanotube Composite
8.1,20.1,2.65,20.2,0.127,Graphene-Coated Carbon Fiber Sheet
8.13,21.7,3.93,19.4,0.367,Reinforced Carbon-Carbon (RCC) Shield Tile
3.78,21.6,6.09,13.3,0.712,Graphene Nanoplatelet Thermal Interface Material
4.97,22.3,1.93,16.1,0.0697,Boron Nitride Nanotube Composite
6.72,19.2,11.3,14.6,2.82,Reinforced Carbon-Carbon (RCC) Shield Tile
8.97,17.7,5.67,20.8,0.871,Diamond-Like Carbon (DLC) Coated Radiator
4.39,14.3,5.89,16.5,0.705,Boron Nitride Nanotube Composite
8.04,22.3,2.52,19.3,0.116,Graphene Nanoplatelet Thermal Interface Material
2.93,21.9,3.8,12.5,0.273,Boron Nitride Nanotube Composite
6.34,21.2,6.51,17.1,0.971,Diamond-Like Carbon (DLC) Coated Radiator
5.96,22.1,8.94,14.4,1.8,Diamond-Like Carbon (DLC) Coated Radiator
4.2,22.4,2.17,14.9,0.0897,Boron Nitride Nanotube Composite
1.91,21.7,3.53,0.475,0.224,Boron Nitride Nanotube Composite
5.31,20.5,4.7,17.0,0.4,Graphene-Coated Carbon Fiber Sheet
8.07,9.4,4.05,19.7,0.464,Graphene Nanoplatelet Thermal Interface Material
1.51,20.6,5.84,7.35,0.633,Boron Nitride Nanotube Composite
8.14,20.6,4.94,19.7,0.463,Phenolic Impregnated Carbon Ablator (PICA)
4.53,22.9,3.29,14.9,0.194,Phenolic Impregnated Carbon Ablator (PICA)
4.62,22.1,3.37,15.6,0.199,Boron Nitride Nanotube Composite
3.85,10.1,9.34,11.4,1.83,Boron Nitride Nanotube Composite
4.95,22.4,3.26,15.9,0.189,Boron Nitride Nanotube Composite
9.75,13.9,5.75,21.5,0.67,Graphene-Coated Carbon Fiber Sheet
10.5,22.8,1.92,20.9,0.0723,Aerogel-Infused Carbon Fiber Panel
8.45,20.5,3.02,20.4,0.182,Graphene Nanoplatelet Thermal Interface Material
3.23,21.3,3.68,13.8,0.241,Boron Nitride Nanotube Composite
7.71,16.7,5.28,20.2,0.652,Reinforced Carbon-Carbon (RCC) Shield Tile
3.9,22.7,3.84,13.9,0.271,Boron Nitride Nanotube Composite
9.0,21.7,3.28,20.3,0.193,Graphene-Coated Carbon Fiber Sheet
5.57,20.3,8.09,15.8,1.26,Graphene-Coated Carbon Fiber Sheet
4.86,22.8,4.98,15.0,0.436,Graphene Nanoplatelet Thermal Interface Material
4.1,22.5,2.83,14.7,0.143,Boron Nitride Nanotube Composite
3.27,21.8,3.12,13.7,0.184,Boron Nitride Nanotube Composite
6.51,22.8,2.62,17.7,0.124,Boron Nitride Nanotube Composite
2.65,22.5,6.71,1.58,0.829,Diamond-Like Carbon (DLC) Coated Radiator
8.93,22.6,2.28,20.0,0.0949,Graphene Nanoplatelet Thermal Interface Material
5.43,18.8,4.97,17.8,0.441,Phenolic Impregnated Carbon Ablator (PICA)
4.26,22.7,2.63,14.9,0.128,Boron Nitride Nanotube Composite
5.27,22.5,11.6,2.55,3.17,Reinforced Carbon-Carbon (RCC) Shield Tile
3.69,20.4,8.7,12.0,1.53,Phenolic Impregnated Carbon Ablator (PICA)
3.52,19.8,5.65,14.5,0.623,Graphene Nanoplatelet Thermal Interface Material
9.35,22.8,3.18,20.1,0.193,Aerogel-Infused Carbon Fiber Panel
7.48,21.7,3.62,19.1,0.238,Graphene Nanoplatelet Thermal Interface Material
11.0,22.5,1.64,21.4,0.0504,Aerogel-Infused Carbon Fiber Panel
7.7,21.3,4.46,19.3,0.353,Graphene Nanoplatelet Thermal Interface Material
3.55,21.1,10.1,8.14,2.16,Reinforced Carbon-Carbon (RCC) Shield Tile
6.19,21.9,1.99,18.0,0.0714,Boron Nitride Nanotube Composite
7.17,21.7,4.98,18.5,0.497,Reinforced Carbon-Carbon (RCC) Shield Tile
9.26,19.8,1.28,21.4,0.0309,Graphene-Coated Carbon Fiber Sheet
3.46,22.7,6.67,11.5,0.819,Boron Nitride Nanotube Composite
5.8,22.8,4.16,16.7,0.318,Nanocrystalline Diamond Thermal Spreader
13.1,22.8,1.27,22.3,0.0342,Graphene Nanoplatelet Thermal Interface Material
5.25,21.6,9.01,14.0,1.43,Reinforced Carbon-Carbon (RCC) Shield Tile
2.45,22.6,7.29,4.43,0.953,Boron Nitride Nanotube Composite
4.37,22.4,5.89,14.3,0.622,Graphene Nanoplatelet Thermal Interface Material
5.53,19.9,5.43,17.5,0.534,Graphene Nanoplatelet Thermal Interface Material
2.1,8.45,7.07,6.23,0.852,Boron Nitride Nanotube Composite
6.24,22.0,1.75,18.1,0.0557,Boron Nitride Nanotube Composite
1.68,19.0,5.19,11.3,0.469,Boron Nitride Nanotube Composite
10.1,10.7,3.6,21.8,0.344,Phenolic Impregnated Carbon Ablator (PICA)
5.23,22.5,5.63,15.7,0.633,Graphene Nanoplatelet Thermal Interface Material
12.6,22.2,4.13,22.1,0.384,Reinforced Carbon-Carbon (RCC) Shield Tile
8.72,21.2,2.14,20.6,0.0827,Graphene-Coated Carbon Fiber Sheet
1.89,21.3,4.5,10.5,0.362,Boron Nitride Nanotube Composite
4.29,21.1,11.6,6.9,2.67,Nanocrystalline Diamond Thermal Spreader
3.49,22.5,3.92,13.6,0.312,Boron Nitride Nanotube Composite
9.77,15.2,3.11,22.3,0.177,Boron Nitride Nanotube Composite
7.78,22.8,2.67,19.1,0.134,Graphene Nanoplatelet Thermal Interface Material
8.66,22.4,3.98,19.8,0.291,Reinforced Carbon-Carbon (RCC) Shield Tile
3.47,8.62,6.79,12.6,0.809,Boron Nitride Nanotube Composite
10.4,9.78,3.13,21.8,0.329,Boron Nitride Nanotube Composite
9.45,7.37,3.18,20.2,0.381,Boron Nitride Nanotube Composite
6.96,20.5,3.16,19.4,0.198,Graphene Nanoplatelet Thermal Interface Material
8.71,22.3,1.92,20.2,0.0672,Boron Nitride Nanotube Composite
11.1,21.6,1.39,22.0,0.0359,Aerogel-Infused Carbon Fiber Panel
7.64,18.4,4.67,20.3,0.418,Phenolic Impregnated Carbon Ablator (PICA)
2.96,22.4,4.67,12.4,0.407,Boron Nitride Nanotube Composite
1.81,20.9,4.12,11.2,0.297,Boron Nitride Nanotube Composite
6.26,21.8,6.25,17.3,0.743,Boron Nitride Nanotube Composite
1.77,21.6,3.84,10.5,0.266,Boron Nitride Nanotube Composite
6.2,13.5,4.89,19.3,0.412,Graphene-Coated Carbon Fiber Sheet
2.3,22.6,7.32,4.44,0.949,Boron Nitride Nanotube Composite
7.59,22.6,3.22,19.1,0.198,Boron Nitride Nanotube Composite
7.87,18.8,2.87,20.8,0.157,Diamond-Like Carbon (DLC) Coated Radiator
6.79,17.7,4.26,19.9,0.348,Diamond-Like Carbon (DLC) Coated Radiator
8.72,17.8,1.6,21.7,0.049,Graphene-Coated Carbon Fiber Sheet
4.17,22.6,2.97,15.2,0.154,Boron Nitride Nanotube Composite
7.08,22.2,4.14,18.7,0.328,Boron Nitride Nanotube Composite
8.36,5.82,3.21,18.6,0.255,Diamond-Like Carbon (DLC) Coated Radiator
11.7,6.79,1.89,21.5,0.0885,Diamond-Like Carbon (DLC) Coated Radiator
4.35,22.8,4.41,15.0,0.339,Graphene Nanoplatelet Thermal Interface Material
6.17,20.0,3.73,18.9,0.259,Boron Nitride Nanotube Composite
3.33,13.8,6.75,15.0,1.47,Nanocrystalline Diamond Thermal Spreader
7.93,13.8,6.66,20.3,0.929,Reinforced Carbon-Carbon (RCC) Shield Tile
4.94,22.0,12.3,5.05,3.03,Graphene Nanoplatelet Thermal Interface Material
2.28,22.7,7.29,4.19,0.925,Boron Nitride Nanotube Composite
7.46,19.8,4.38,20.0,0.378,Graphene Nanoplatelet Thermal Interface Material
7.71,18.6,1.17,20.9,0.0254,Graphene-Coated Carbon Fiber Sheet
2.97,21.8,3.17,13.8,0.179,Boron Nitride Nanotube Composite
7.59,18.9,3.34,20.6,0.221,Nanocrystalline Diamond Thermal Spreader
7.83,22.6,2.7,19.5,0.135,Graphene Nanoplatelet Thermal Interface Material
4.99,14.6,5.45,18.1,0.537,Graphene-Coated Carbon Fiber Sheet
2.78,22.8,5.08,11.7,0.445,Reinforced Carbon-Carbon (RCC) Shield Tile
9.74,22.8,2.77,20.8,0.144,Graphene Nanoplatelet Thermal Interface Material
4.14,22.6,2.61,15.4,0.122,Boron Nitride Nanotube Composite
6.21,19.7,5.3,18.7,0.739,Phenolic Impregnated Carbon Ablator (PICA)
8.58,21.0,1.14,20.9,0.0242,Graphene-Coated Carbon Fiber Sheet
6.64,21.6,2.34,19.0,0.108,Boron Nitride Nanotube Composite
9.0,18.0,4.06,21.7,0.312,Graphene-Coated Carbon Fiber Sheet
3.32,22.8,4.71,13.2,0.394,Graphene Nanoplatelet Thermal Interface Material
6.48,20.4,3.59,19.2,0.239,Diamond-Like Carbon (DLC) Coated Radiator
11.9,22.4,4.6,21.9,0.435,Reinforced Carbon-Carbon (RCC) Shield Tile
8.18,22.9,5.67,19.0,0.776,Nanocrystalline Diamond Thermal Spreader
6.41,22.3,2.16,18.5,0.084,Boron Nitride Nanotube Composite
11.5,21.4,1.66,22.5,0.054,Graphene-Coated Carbon Fiber Sheet
7.35,19.2,8.03,18.8,1.54,Phenolic Impregnated Carbon Ablator (PICA)
8.78,22.4,14.7,8.66,5.87,Reinforced Carbon-Carbon (RCC) Shield Tile
5.84,19.9,4.83,18.5,0.446,Reinforced Carbon-Carbon (RCC) Shield Tile
5.87,19.6,3.79,18.9,0.261,Boron Nitride Nanotube Composite
5.16,19.9,11.6,7.71,7.34,Diamond-Like Carbon (DLC) Coated Radiator
8.83,18.4,3.98,21.6,0.371,Boron Nitride Nanotube Composite
3.35,22.5,3.58,14.1,0.223,Nanocrystalline Diamond Thermal Spreader
4.01,5.3,4.66,11.9,2.01,Boron Nitride Nanotube Composite
4.41,22.8,2.82,15.8,0.144,Nanocrystalline Diamond Thermal Spreader
9.96,16.7,4.77,22.4,0.454,Graphene Nanoplatelet Thermal Interface Material
8.56,22.9,2.43,20.1,0.109,Boron Nitride Nanotube Composite
6.42,19.0,4.04,19.6,0.299,Boron Nitride Nanotube Composite
3.79,22.9,8.84,10.8,1.41,Aerogel-Infused Carbon Fiber Panel
2.18,22.2,6.3,9.98,0.697,Boron Nitride Nanotube Composite
5.09,21.9,3.31,17.2,0.197,Reinforced Carbon-Carbon (RCC) Shield Tile
4.85,14.6,11.0,14.0,3.05,Diamond-Like Carbon (DLC) Coated Radiator
8.04,22.8,2.22,19.8,0.0894,Boron Nitride Nanotube Composite
8.23,19.2,3.82,21.1,0.275,Reinforced Carbon-Carbon (RCC) Shield Tile
9.32,15.9,2.0,22.5,0.0741,Graphene-Coated Carbon Fiber Sheet
6.53,22.0,5.94,18.0,0.722,Boron Nitride Nanotube Composite
3.13,22.2,5.53,13.2,0.532,Boron Nitride Nanotube Composite
2.8,22.6,3.41,13.1,0.208,Boron Nitride Nanotube Composite
3.63,16.6,7.87,15.2,1.08,Graphene Nanoplatelet Thermal Interface Material
3.1,19.0,6.92,14.3,0.903,Graphene Nanoplatelet Thermal Interface Material
8.48,18.5,1.27,21.7,0.0304,Graphene-Coated Carbon Fiber Sheet
7.27,13.9,4.92,20.6,0.489,Reinforced Carbon-Carbon (RCC) Shield Tile
4.4,21.9,10.9,10.1,2.78,Graphene Nanoplatelet Thermal Interface Material
6.72,22.3,3.3,18.8,0.194,Nanocrystalline Diamond Thermal Spreader
3.24,21.6,4.26,14.5,0.358,Graphene Nanoplatelet Thermal Interface Material
8.54,16.4,2.11,22.0,0.119,Boron Nitride Nanotube Composite
7.31,22.0,3.27,19.5,0.213,Boron Nitride Nanotube Composite
7.61,22.8,4.58,19.1,0.415,Graphene Nanoplatelet Thermal Interface Material
6.0,21.0,4.86,18.4,0.436,Boron Nitride Nanotube Composite
9.62,22.6,2.33,21.1,0.0997,Boron Nitride Nanotube Composite
2.94,22.3,4.92,13.2,0.425,Boron Nitride Nanotube Composite
4.82,18.6,13.3,8.99,3.47,Reinforced Carbon-Carbon (RCC) Shield Tile
5.78,21.5,2.86,18.4,0.157,Diamond-Like Carbon (DLC) Coated Radiator
6.36,13.5,10.5,16.8,2.31,Phenolic Impregnated Carbon Ablator (PICA)
4.13,21.0,5.32,16.0,0.486,Boron Nitride Nanotube Composite
7.91,7.54,2.23,19.8,0.0934,Boron Nitride Nanotube Composite
7.11,20.8,6.56,19.0,1.01,Nanocrystalline Diamond Thermal Spreader
6.88,21.7,4.11,19.2,0.319,Boron Nitride Nanotube Composite
5.9,22.6,3.42,17.9,0.225,Boron Nitride Nanotube Composite
11.2,20.5,0.979,22.9,0.0192,Graphene-Coated Carbon Fiber Sheet
3.36,12.7,9.29,4.67,8.43,Boron Nitride Nanotube Composite
7.41,20.3,1.01,20.6,0.0207,Aerogel-Infused Carbon Fiber Panel
5.48,22.9,4.63,17.0,0.379,Graphene-Coated Carbon Fiber Sheet
7.76,22.2,6.63,19.0,0.894,Phenolic Impregnated Carbon Ablator (PICA)
2.55,22.2,4.25,13.0,0.33,Boron Nitride Nanotube Composite
6.11,19.9,4.03,19.3,0.305,Graphene-Coated Carbon Fiber Sheet
8.08,19.7,2.96,21.2,0.188,Boron Nitride Nanotube Composite
3.04,21.6,4.15,14.5,0.31,Boron Nitride Nanotube Composite
4.53,22.0,7.54,14.9,1.39,Graphene Nanoplatelet Thermal Interface Material
8.42,14.6,5.3,21.6,0.605,Graphene-Coated Carbon Fiber Sheet
8.31,22.3,3.75,20.3,0.311,Reinforced Carbon-Carbon (RCC) Shield Tile
7.33,17.2,2.69,21.2,0.131,Graphene Nanoplatelet Thermal Interface Material
2.7,14.6,8.57,13.4,1.36,Graphene Nanoplatelet Thermal Interface Material
8.62,18.4,4.28,21.7,0.346,Boron Nitride Nanotube Composite
4.65,22.8,4.91,16.0,0.432,Graphene Nanoplatelet Thermal Interface Material
3.78,20.3,4.04,16.5,0.292,Graphene-Coated Carbon Fiber Sheet
5.59,22.8,4.29,17.4,0.34,Reinforced Carbon-Carbon (RCC) Shield Tile
12.1,22.7,1.31,22.6,0.0337,Graphene-Coated Carbon Fiber Sheet
5.75,20.6,10.5,15.1,2.13,Graphene-Coated Carbon Fiber Sheet
6.27,22.9,4.64,18.0,0.404,Graphene Nanoplatelet Thermal Interface Material
9.21,22.7,2.07,21.0,0.079,Boron Nitride Nanotube Composite
6.97,22.4,11.5,14.0,3.9,Graphene-Coated Carbon Fiber Sheet
6.52,20.6,4.92,19.3,0.489,Diamond-Like Carbon (DLC) Coated Radiator
6.7,16.4,1.85,20.9,0.0624,Graphene Nanoplatelet Thermal Interface Material
7.76,15.7,6.26,20.9,0.779,Reinforced Carbon-Carbon (RCC) Shield Tile
4.54,22.7,3.46,16.4,0.246,Boron Nitride Nanotube Composite
5.69,17.7,7.87,18.1,1.24,Graphene-Coated Carbon Fiber Sheet
2.04,14.6,9.41,10.8,1.79,Boron Nitride Nanotube Composite
7.2,18.1,3.62,20.9,0.274,Graphene-Coated Carbon Fiber Sheet
7.18,8.36,8.06,17.6,3.32,Boron Nitride Nanotube Composite
7.1,17.1,3.52,21.0,0.276,Boron Nitride Nanotube Composite
4.78,21.7,4.09,17.2,0.308,Boron Nitride Nanotube Composite
6.41,17.6,3.27,20.4,0.188,Boron Nitride Nanotube Composite
8.33,22.1,3.77,20.5,0.259,Graphene-Coated Carbon Fiber Sheet
7.93,22.9,4.68,19.6,0.393,Graphene Nanoplatelet Thermal Interface Material
7.32,22.0,1.7,20.0,0.0557,Aerogel-Infused Carbon Fiber Panel
9.45,20.1,3.92,22.0,0.289,Boron Nitride Nanotube Composite
7.38,22.9,2.4,19.6,0.108,Diamond-Like Carbon (DLC) Coated Radiator
1.18,15.4,8.45,9.68,1.26,Boron Nitride Nanotube Composite
6.65,22.6,2.55,19.1,0.12,Boron Nitride Nanotube Composite
4.37,18.7,13.6,3.73,3.46,Boron Nitride Nanotube Composite
9.07,21.7,6.24,20.6,0.926,Reinforced Carbon-Carbon (RCC) Shield Tile
4.15,16.4,13.5,6.59,4.37,Diamond-Like Carbon (DLC) Coated Radiator
3.18,20.9,3.75,15.6,0.249,Boron Nitride Nanotube Composite
4.1,20.5,9.35,14.0,1.56,Graphene Nanoplatelet Thermal Interface Material
6.34,22.1,2.44,19.1,0.125,Graphene Nanoplatelet Thermal Interface Material
8.21,22.6,1.87,20.5,0.0641,Boron Nitride Nanotube Composite
6.7,10.1,4.22,19.9,0.34,Boron Nitride Nanotube Composite
5.69,22.7,5.21,17.5,0.513,Phenolic Impregnated Carbon Ablator (PICA)
2.98,6.94,6.24,12.0,0.667,Boron Nitride Nanotube Composite
8.67,22.6,4.4,20.5,0.346,Reinforced Carbon-Carbon (RCC) Shield Tile
3.88,22.4,3.37,15.9,0.205,Boron Nitride Nanotube Composite
8.97,20.6,5.36,21.3,0.541,Graphene-Coated Carbon Fiber Sheet
8.16,22.9,2.56,20.3,0.116,Graphene-Coated Carbon Fiber Sheet
4.51,21.9,4.89,16.7,0.436,Phenolic Impregnated Carbon Ablator (PICA)
3.12,21.1,3.33,15.6,0.198,Boron Nitride Nanotube Composite
3.39,17.6,11.3,10.8,3.74,Nanocrystalline Diamond Thermal Spreader
4.54,21.2,4.99,17.1,0.442,Graphene Nanoplatelet Thermal Interface Material
0.0241,14.7,6.73,3.64,0.847,Graphene Nanoplatelet Thermal Interface Material
9.57,19.5,1.45,22.6,0.0425,Graphene-Coated Carbon Fiber Sheet
12.4,22.6,4.61,22.6,0.443,Reinforced Carbon-Carbon (RCC) Shield Tile
4.1,21.5,4.93,16.4,0.432,Diamond-Like Carbon (DLC) Coated Radiator
3.46,22.8,10.1,7.77,3.61,Reinforced Carbon-Carbon (RCC) Shield Tile
10.2,22.3,2.24,22.0,0.0995,Graphene-Coated Carbon Fiber Sheet
4.94,21.2,2.42,18.2,0.104,Boron Nitride Nanotube Composite
4.7,11.1,9.36,13.4,6.77,Boron Nitride Nanotube Composite
4.76,21.5,6.99,16.4,0.869,Phenolic Impregnated Carbon Ablator (PICA)
4.55,18.7,5.67,17.9,0.577,Graphene-Coated Carbon Fiber Sheet
3.96,13.3,6.95,16.2,4.19,Boron Nitride Nanotube Composite
4.75,15.8,3.39,19.2,0.22,Diamond-Like Carbon (DLC) Coated Radiator
5.03,17.3,5.24,18.9,0.523,Diamond-Like Carbon (DLC) Coated Radiator
10.3,21.9,1.37,22.3,0.0379,Graphene-Coated Carbon Fiber Sheet
7.51,17.1,3.78,21.5,0.273,Phenolic Impregnated Carbon Ablator (PICA)
5.56,13.4,11.2,15.8,2.46,Reinforced Carbon-Carbon (RCC) Shield Tile
7.34,22.5,3.62,19.8,0.242,Boron Nitride Nanotube Composite
6.08,11.0,12.5,4.56,9.49,Boron Nitride Nanotube Composite
9.09,17.9,0.37,22.7,0.00314,Zirconium Dioxide Ceramic Heat Sink
7.47,21.2,4.95,20.2,0.445,Graphene-Coated Carbon Fiber Sheet
5.22,19.5,7.46,17.6,1.63,Boron Nitride Nanotube Composite
7.98,21.0,3.5,21.0,0.228,Graphene Nanoplatelet Thermal Interface Material
4.42,21.8,4.89,16.8,0.415,Boron Nitride Nanotube Composite
5.14,18.6,4.25,19.1,0.441,Reinforced Carbon-Carbon (RCC) Shield Tile
4.79,22.2,4.11,17.3,0.318,Boron Nitride Nanotube Composite
1.29,22.6,3.43,10.5,0.207,Diamond-Like Carbon (DLC) Coated Radiator
5.45,22.8,4.28,17.7,0.33,Reinforced Carbon-Carbon (RCC) Shield Tile
5.92,21.8,3.13,19.0,0.181,Graphene Nanoplatelet Thermal Interface Material
6.03,21.9,5.42,18.5,0.535,Graphene-Coated Carbon Fiber Sheet
5.48,20.5,4.23,18.9,0.325,Boron Nitride Nanotube Composite
3.77,17.0,5.72,17.4,0.583,Nanocrystalline Diamond Thermal Spreader
6.7,20.8,3.5,20.1,0.248,Aerogel-Infused Carbon Fiber Panel
7.84,21.1,4.13,20.8,0.369,Graphene-Coated Carbon Fiber Sheet
2.13,22.4,8.92,3.28,1.38,Graphene-Coated Carbon Fiber Sheet
5.07,22.4,4.21,17.6,0.325,Nanocrystalline Diamond Thermal Spreader
3.9,22.3,11.9,6.44,3.04,Graphene Nanoplatelet Thermal Interface Material
5.57,9.7,7.01,17.6,3.25,Boron Nitride Nanotube Composite
3.71,20.0,5.91,16.5,0.675,Graphene Nanoplatelet Thermal Interface Material
6.07,18.4,5.63,19.8,0.674,Graphene Nanoplatelet Thermal Interface Material
7.99,22.3,2.86,20.7,0.147,Nanocrystalline Diamond Thermal Spreader
3.87,21.7,4.86,16.3,0.412,Graphene-Coated Carbon Fiber Sheet
6.57,22.4,3.86,19.3,0.322,Nanocrystalline Diamond Thermal Spreader
6.06,22.5,3.65,18.8,0.258,Graphene-Coated Carbon Fiber Sheet
3.65,12.9,6.57,16.2,4.11,Boron Nitride Nanotube Composite
5.68,22.4,3.08,18.6,0.171,Boron Nitride Nanotube Composite
4.81,19.7,6.86,17.6,1.51,Boron Nitride Nanotube Composite
1.88,22.2,6.07,11.5,0.712,Boron Nitride Nanotube Composite
8.27,20.7,3.47,21.5,0.268,Boron Nitride Nanotube Composite
4.33,22.6,4.41,16.6,0.341,Boron Nitride Nanotube Composite
3.57,22.6,5.42,15.1,0.522,Boron Nitride Nanotube Composite
7.62,9.84,13.2,11.4,8.42,Boron Nitride Nanotube Composite
7.42,22.0,2.53,20.5,0.119,Boron Nitride Nanotube Composite
